,Year,State,Age Group (Years),State Rate,State Births,U.S. Births,U.S. Birth Rate,Unit
1033,2009,Utah,15-17 years,16.0,990,"124,247",19.6,"per 1,000"
1034,2009,Vermont,15-17 years,6.5,81,"124,247",19.6,"per 1,000"
1035,2009,Virginia,15-17 years,14.1,"2,204","124,247",19.6,"per 1,000"
1036,2009,Washington,15-17 years,14.1,"1,889","124,247",19.6,"per 1,000"
1037,2009,West Virginia,15-17 years,24.2,816,"124,247",19.6,"per 1,000"
1038,2009,Wisconsin,15-17 years,13.9,"1,609","124,247",19.6,"per 1,000"
1039,2009,Wyoming,15-17 years,19.0,207,"124,247",19.6,"per 1,000"
1040,2010,Alabama,15-17 years,22.9,"2,224","109,173",17.3,"per 1,000"
1041,2010,Alaska,15-17 years,16.3,251,"109,173",17.3,"per 1,000"
1042,2010,Arizona,15-17 years,22.3,"2,934","109,173",17.3,"per 1,000"
1043,2010,Arkansas,15-17 years,24.7,"1,435","109,173",17.3,"per 1,000"
1044,2010,California,15-17 years,16.4,"13,314","109,173",17.3,"per 1,000"
1045,2010,Colorado,15-17 years,17.7,"1,717","109,173",17.3,"per 1,000"
1046,2010,Connecticut,15-17 years,8.4,622,"109,173",17.3,"per 1,000"
1047,2010,Delaware,15-17 years,16.0,285,"109,173",17.3,"per 1,000"
1048,2010,District of Columbia,15-17 years,35.7,303,"109,173",17.3,"per 1,000"
1049,2010,Florida,15-17 years,15.5,"5,393","109,173",17.3,"per 1,000"
1050,2010,Georgia,15-17 years,21.2,"4,330","109,173",17.3,"per 1,000"
1051,2010,Hawaii,15-17 years,12.9,324,"109,173",17.3,"per 1,000"
1052,2010,Idaho,15-17 years,15.1,504,"109,173",17.3,"per 1,000"
1053,2010,Illinois,15-17 years,17.2,"4,645","109,173",17.3,"per 1,000"
1054,2010,Indiana,15-17 years,18.4,"2,484","109,173",17.3,"per 1,000"
1055,2010,Iowa,15-17 years,13.3,800,"109,173",17.3,"per 1,000"
1056,2010,Kansas,15-17 years,19.2,"1,113","109,173",17.3,"per 1,000"
1057,2010,Kentucky,15-17 years,21.9,"1,847","109,173",17.3,"per 1,000"
1058,2010,Louisiana,15-17 years,23.5,"2,189","109,173",17.3,"per 1,000"
1059,2010,Maine,15-17 years,8.3,208,"109,173",17.3,"per 1,000"
1060,2010,Maryland,15-17 years,13.5,"1,602","109,173",17.3,"per 1,000"
1061,2010,Massachusetts,15-17 years,9.0,"1,137","109,173",17.3,"per 1,000"
1062,2010,Michigan,15-17 years,14.1,"2,968","109,173",17.3,"per 1,000"
1063,2010,Minnesota,15-17 years,10.0,"1,071","109,173",17.3,"per 1,000"
1064,2010,Mississippi,15-17 years,30.6,"1,959","109,173",17.3,"per 1,000"
1065,2010,Missouri,15-17 years,17.0,"2,048","109,173",17.3,"per 1,000"
1066,2010,Montana,15-17 years,12.9,245,"109,173",17.3,"per 1,000"
1067,2010,Nebraska,15-17 years,14.8,544,"109,173",17.3,"per 1,000"
1068,2010,Nevada,15-17 years,18.9,"1,023","109,173",17.3,"per 1,000"
1069,2010,New Hampshire,15-17 years,6.1,164,"109,173",17.3,"per 1,000"
1070,2010,New Jersey,15-17 years,9.6,"1,732","109,173",17.3,"per 1,000"
1071,2010,New Mexico,15-17 years,29.9,"1,290","109,173",17.3,"per 1,000"
1072,2010,New York,15-17 years,11.2,"4,338","109,173",17.3,"per 1,000"
1073,2010,North Carolina,15-17 years,19.9,"3,704","109,173",17.3,"per 1,000"
1074,2010,North Dakota,15-17 years,13.4,165,"109,173",17.3,"per 1,000"
1075,2010,Ohio,15-17 years,16.0,"3,811","109,173",17.3,"per 1,000"
1076,2010,Oklahoma,15-17 years,25.9,"1,918","109,173",17.3,"per 1,000"
1077,2010,Oregon,15-17 years,13.3,963,"109,173",17.3,"per 1,000"
1078,2010,Pennsylvania,15-17 years,14.2,"3,574","109,173",17.3,"per 1,000"
1079,2010,Rhode Island,15-17 years,13.7,284,"109,173",17.3,"per 1,000"
1080,2010,South Carolina,15-17 years,22.3,"2,017","109,173",17.3,"per 1,000"
1081,2010,South Dakota,15-17 years,15.9,260,"109,173",17.3,"per 1,000"
1082,2010,Tennessee,15-17 years,20.3,"2,536","109,173",17.3,"per 1,000"
1083,2010,Texas,15-17 years,29.3,"16,027","109,173",17.3,"per 1,000"
1084,2010,Total U.S.,15-17 years,17.3,"109,173","109,173",17.3,"per 1,000"
1085,2010,Utah,15-17 years,14.0,879,"109,173",17.3,"per 1,000"
1086,2010,Vermont,15-17 years,7.5,91,"109,173",17.3,"per 1,000"
1087,2010,Virginia,15-17 years,12.5,"1,956","109,173",17.3,"per 1,000"
1088,2010,Washington,15-17 years,13.0,"1,725","109,173",17.3,"per 1,000"
1089,2010,West Virginia,15-17 years,21.1,694,"109,173",17.3,"per 1,000"
1090,2010,Wisconsin,15-17 years,11.7,"1,345","109,173",17.3,"per 1,000"
1091,2010,Wyoming,15-17 years,17.0,181,"109,173",17.3,"per 1,000"
1092,2013,Kansas,15-17 years,12.5,722,"75,234",12.3,"per 1,000"
1093,2011,Alabama,15-17 years,20.7,"1,983","95,538",15.4,"per 1,000"
1094,2011,Alaska,15-17 years,13.3,201,"95,538",15.4,"per 1,000"
1095,2011,Arizona,15-17 years,18.7,"2,462","95,538",15.4,"per 1,000"
1096,2011,Arkansas,15-17 years,23.2,"1,323","95,538",15.4,"per 1,000"
1097,2011,California,15-17 years,14.8,"11,833","95,538",15.4,"per 1,000"
1098,2011,Colorado,15-17 years,14.4,"1,383","95,538",15.4,"per 1,000"
1099,2011,Connecticut,15-17 years,7.3,535,"95,538",15.4,"per 1,000"
1100,2011,Delaware,15-17 years,14.3,248,"95,538",15.4,"per 1,000"
1101,2011,District of Columbia,15-17 years,33.6,279,"95,538",15.4,"per 1,000"
1102,2011,Florida,15-17 years,13.7,"4,719","95,538",15.4,"per 1,000"
1103,2011,Georgia,15-17 years,19.0,"3,839","95,538",15.4,"per 1,000"
1104,2011,Hawaii,15-17 years,12.0,297,"95,538",15.4,"per 1,000"
1105,2011,Idaho,15-17 years,11.5,384,"95,538",15.4,"per 1,000"
1106,2011,Illinois,15-17 years,15.4,"4,091","95,538",15.4,"per 1,000"
1107,2011,Indiana,15-17 years,16.0,"2,132","95,538",15.4,"per 1,000"
1108,2011,Iowa,15-17 years,11.8,700,"95,538",15.4,"per 1,000"
1109,2011,Kansas,15-17 years,15.5,896,"95,538",15.4,"per 1,000"
1110,2011,Kentucky,15-17 years,19.6,"1,629","95,538",15.4,"per 1,000"
1111,2011,Louisiana,15-17 years,20.7,"1,881","95,538",15.4,"per 1,000"
1112,2011,Maine,15-17 years,9.3,226,"95,538",15.4,"per 1,000"
1113,2011,Maryland,15-17 years,12.1,"1,397","95,538",15.4,"per 1,000"
1114,2011,Massachusetts,15-17 years,7.9,988,"95,538",15.4,"per 1,000"
1115,2011,Michigan,15-17 years,12.6,"2,582","95,538",15.4,"per 1,000"
1116,2011,Minnesota,15-17 years,8.8,927,"95,538",15.4,"per 1,000"
1117,2011,Mississippi,15-17 years,26.1,"1,626","95,538",15.4,"per 1,000"
1118,2011,Missouri,15-17 years,15.8,"1,871","95,538",15.4,"per 1,000"
1119,2011,Montana,15-17 years,12.4,231,"95,538",15.4,"per 1,000"
1120,2011,Nebraska,15-17 years,12.6,459,"95,538",15.4,"per 1,000"
1121,2011,Nevada,15-17 years,18.4,988,"95,538",15.4,"per 1,000"
1122,2011,New Hampshire,15-17 years,5.4,142,"95,538",15.4,"per 1,000"
1123,2011,New Jersey,15-17 years,8.8,"1,567","95,538",15.4,"per 1,000"
1124,2011,New Mexico,15-17 years,26.3,"1,110","95,538",15.4,"per 1,000"
1125,2011,New York,15-17 years,10.1,"3,823","95,538",15.4,"per 1,000"
1126,2011,North Carolina,15-17 years,16.6,"3,055","95,538",15.4,"per 1,000"
1127,2011,North Dakota,15-17 years,10.7,131,"95,538",15.4,"per 1,000"
1128,2011,Ohio,15-17 years,14.4,"3,344","95,538",15.4,"per 1,000"
1129,2011,Oklahoma,15-17 years,22.9,"1,685","95,538",15.4,"per 1,000"
1130,2011,Oregon,15-17 years,11.9,851,"95,538",15.4,"per 1,000"
1131,2011,Pennsylvania,15-17 years,12.9,"3,154","95,538",15.4,"per 1,000"
1132,2011,Rhode Island,15-17 years,12.6,251,"95,538",15.4,"per 1,000"
1133,2011,South Carolina,15-17 years,19.2,"1,685","95,538",15.4,"per 1,000"
1134,2011,South Dakota,15-17 years,15.2,245,"95,538",15.4,"per 1,000"
1135,2011,Tennessee,15-17 years,18.5,"2,291","95,538",15.4,"per 1,000"
1136,2011,Texas,15-17 years,25.6,"14,057","95,538",15.4,"per 1,000"
1137,2011,Total U.S.,15-17 years,15.4,"95,538","95,538",15.4,"per 1,000"
1138,2011,Utah,15-17 years,11.1,700,"95,538",15.4,"per 1,000"
1139,2011,Vermont,15-17 years,8.2,95,"95,538",15.4,"per 1,000"
1140,2011,Virginia,15-17 years,11.2,"1,709","95,538",15.4,"per 1,000"
1141,2011,Washington,15-17 years,11.7,"1,521","95,538",15.4,"per 1,000"
1142,2011,West Virginia,15-17 years,20.5,669,"95,538",15.4,"per 1,000"
1143,2011,Wisconsin,15-17 years,10.6,"1,190","95,538",15.4,"per 1,000"
1144,2011,Wyoming,15-17 years,14.7,153,"95,538",15.4,"per 1,000"
1145,2015,Oregon,15-17 years,7.9,574,"61,184",9.9,"per 1,000"
1146,2012,Alabama,15-17 years,18.4,"1,725","86,423",14.1,"per 1,000"
1147,2012,Alaska,15-17 years,12.3,182,"86,423",14.1,"per 1,000"
1148,2012,Arizona,15-17 years,18.7,"2,452","86,423",14.1,"per 1,000"
1149,2012,Arkansas,15-17 years,21.3,"1,222","86,423",14.1,"per 1,000"
1150,2012,California,15-17 years,13.2,"10,345","86,423",14.1,"per 1,000"
1151,2012,Colorado,15-17 years,12.2,"1,173","86,423",14.1,"per 1,000"
1152,2012,Connecticut,15-17 years,7.3,528,"86,423",14.1,"per 1,000"
1153,2012,Delaware,15-17 years,11.7,198,"86,423",14.1,"per 1,000"
1154,2012,District of Columbia,15-17 years,29.0,239,"86,423",14.1,"per 1,000"
1155,2012,Florida,15-17 years,12.4,"4,221","86,423",14.1,"per 1,000"
1156,2012,Georgia,15-17 years,16.0,"3,219","86,423",14.1,"per 1,000"
1157,2012,Hawaii,15-17 years,11.8,283,"86,423",14.1,"per 1,000"
1158,2012,Idaho,15-17 years,11.7,391,"86,423",14.1,"per 1,000"
1159,2012,Illinois,15-17 years,13.6,"3,562","86,423",14.1,"per 1,000"
1160,2012,Indiana,15-17 years,15.5,"2,056","86,423",14.1,"per 1,000"
1161,2012,Iowa,15-17 years,10.8,635,"86,423",14.1,"per 1,000"
1162,2012,Kansas,15-17 years,14.5,833,"86,423",14.1,"per 1,000"
1163,2012,Kentucky,15-17 years,18.1,"1,479","86,423",14.1,"per 1,000"
1164,2012,Louisiana,15-17 years,19.5,"1,740","86,423",14.1,"per 1,000"
1165,2012,Maine,15-17 years,7.2,172,"86,423",14.1,"per 1,000"
1166,2012,Maryland,15-17 years,10.5,"1,194","86,423",14.1,"per 1,000"
1167,2012,Massachusetts,15-17 years,6.8,837,"86,423",14.1,"per 1,000"
1168,2012,Michigan,15-17 years,11.9,"2,386","86,423",14.1,"per 1,000"
1169,2012,Minnesota,15-17 years,8.4,880,"86,423",14.1,"per 1,000"
1170,2012,Mississippi,15-17 years,22.1,"1,348","86,423",14.1,"per 1,000"
1171,2012,Missouri,15-17 years,13.9,"1,613","86,423",14.1,"per 1,000"
1172,2012,Montana,15-17 years,12.6,229,"86,423",14.1,"per 1,000"
1173,2012,Nebraska,15-17 years,12.6,453,"86,423",14.1,"per 1,000"
1174,2012,Nevada,15-17 years,15.0,820,"86,423",14.1,"per 1,000"
1175,2012,New Hampshire,15-17 years,6.2,160,"86,423",14.1,"per 1,000"
1176,2012,New Jersey,15-17 years,7.7,"1,343","86,423",14.1,"per 1,000"
1177,2012,New Mexico,15-17 years,24.1,999,"86,423",14.1,"per 1,000"
1178,2012,New York,15-17 years,9.5,"3,511","86,423",14.1,"per 1,000"
1179,2012,North Carolina,15-17 years,15.4,"2,830","86,423",14.1,"per 1,000"
1180,2012,North Dakota,15-17 years,12.1,149,"86,423",14.1,"per 1,000"
1181,2012,Ohio,15-17 years,13.2,"3,006","86,423",14.1,"per 1,000"
1182,2012,Oklahoma,15-17 years,22.8,"1,667","86,423",14.1,"per 1,000"
1183,2012,Oregon,15-17 years,11.1,798,"86,423",14.1,"per 1,000"
1184,2012,Pennsylvania,15-17 years,12.1,"2,886","86,423",14.1,"per 1,000"
1185,2012,Rhode Island,15-17 years,10.9,210,"86,423",14.1,"per 1,000"
1186,2012,South Carolina,15-17 years,17.2,"1,498","86,423",14.1,"per 1,000"
1187,2012,South Dakota,15-17 years,16.4,264,"86,423",14.1,"per 1,000"
1188,2012,Tennessee,15-17 years,17.3,"2,126","86,423",14.1,"per 1,000"
1189,2012,Texas,15-17 years,23.4,"12,938","86,423",14.1,"per 1,000"
1190,2012,Total U.S.,15-17 years,14.1,"86,423","86,423",14.1,"per 1,000"
1191,2012,Utah,15-17 years,10.3,668,"86,423",14.1,"per 1,000"
1192,2012,Vermont,15-17 years,7.4,85,"86,423",14.1,"per 1,000"
1193,2012,Virginia,15-17 years,10.2,"1,560","86,423",14.1,"per 1,000"
1194,2012,Washington,15-17 years,10.7,"1,385","86,423",14.1,"per 1,000"
1195,2012,West Virginia,15-17 years,20.1,649,"86,423",14.1,"per 1,000"
1196,2012,Wisconsin,15-17 years,10.3,"1,135","86,423",14.1,"per 1,000"
1197,2012,Wyoming,15-17 years,13.3,141,"86,423",14.1,"per 1,000"
1198,2013,Alabama,15-17 years,15.8,"1,471","75,234",12.3,"per 1,000"
1199,2013,Alaska,15-17 years,11.0,162,"75,234",12.3,"per 1,000"
1200,2013,Arizona,15-17 years,15.3,"2,011","75,234",12.3,"per 1,000"
1201,2013,Arkansas,15-17 years,18.3,"1,059","75,234",12.3,"per 1,000"
1202,2013,California,15-17 years,11.1,"8,525","75,234",12.3,"per 1,000"
1203,2013,Colorado,15-17 years,11.6,"1,129","75,234",12.3,"per 1,000"
1204,2013,Connecticut,15-17 years,6.2,445,"75,234",12.3,"per 1,000"
1205,2013,Delaware,15-17 years,12.3,201,"75,234",12.3,"per 1,000"
1206,2013,District of Columbia,15-17 years,23.9,185,"75,234",12.3,"per 1,000"
1207,2013,Florida,15-17 years,10.8,"3,699","75,234",12.3,"per 1,000"
1208,2013,Georgia,15-17 years,13.9,"2,799","75,234",12.3,"per 1,000"
1209,2013,Hawaii,15-17 years,10.4,247,"75,234",12.3,"per 1,000"
1210,2013,Idaho,15-17 years,9.2,312,"75,234",12.3,"per 1,000"
1211,2013,Illinois,15-17 years,11.7,"2,990","75,234",12.3,"per 1,000"
1212,2013,Indiana,15-17 years,13.6,"1,799","75,234",12.3,"per 1,000"
1213,2013,Iowa,15-17 years,9.8,580,"75,234",12.3,"per 1,000"
1214,2013,Kentucky,15-17 years,16.7,"1,374","75,234",12.3,"per 1,000"
1215,2013,Louisiana,15-17 years,17.4,"1,550","75,234",12.3,"per 1,000"
1216,2013,Maine,15-17 years,7.1,166,"75,234",12.3,"per 1,000"
1217,2013,Maryland,15-17 years,9.1,"1,027","75,234",12.3,"per 1,000"
1218,2013,Massachusetts,15-17 years,6.0,734,"75,234",12.3,"per 1,000"
1219,2013,Michigan,15-17 years,10.6,"2,098","75,234",12.3,"per 1,000"
1220,2013,Minnesota,15-17 years,7.3,758,"75,234",12.3,"per 1,000"
1221,2013,Mississippi,15-17 years,19.5,"1,162","75,234",12.3,"per 1,000"
1222,2013,Missouri,15-17 years,12.6,"1,459","75,234",12.3,"per 1,000"
1223,2013,Montana,15-17 years,12.6,229,"75,234",12.3,"per 1,000"
1224,2013,Nebraska,15-17 years,11.4,412,"75,234",12.3,"per 1,000"
1225,2013,Nevada,15-17 years,12.4,673,"75,234",12.3,"per 1,000"
1226,2013,New Hampshire,15-17 years,4.7,118,"75,234",12.3,"per 1,000"
1227,2013,New Jersey,15-17 years,6.8,"1,183","75,234",12.3,"per 1,000"
1228,2013,New Mexico,15-17 years,22.3,909,"75,234",12.3,"per 1,000"
1229,2013,New York,15-17 years,8.3,"2,980","75,234",12.3,"per 1,000"
1230,2013,North Carolina,15-17 years,13.1,"2,422","75,234",12.3,"per 1,000"
1231,2013,North Dakota,15-17 years,9.9,125,"75,234",12.3,"per 1,000"
1232,2013,Ohio,15-17 years,11.6,"2,641","75,234",12.3,"per 1,000"
1233,2013,Oklahoma,15-17 years,20.5,"1,518","75,234",12.3,"per 1,000"
1234,2013,Oregon,15-17 years,9.7,694,"75,234",12.3,"per 1,000"
1235,2013,Pennsylvania,15-17 years,10.3,"2,407","75,234",12.3,"per 1,000"
1236,2013,Rhode Island,15-17 years,9.3,176,"75,234",12.3,"per 1,000"
1237,2013,South Carolina,15-17 years,14.5,"1,261","75,234",12.3,"per 1,000"
1238,2013,South Dakota,15-17 years,13.2,214,"75,234",12.3,"per 1,000"
1239,2013,Tennessee,15-17 years,15.1,"1,855","75,234",12.3,"per 1,000"
1240,2013,Texas,15-17 years,21.1,"11,730","75,234",12.3,"per 1,000"
1241,2013,Total U.S.,15-17 years,12.3,"75,234","75,234",12.3,"per 1,000"
1242,2013,Utah,15-17 years,8.6,572,"75,234",12.3,"per 1,000"
1243,2013,Vermont,15-17 years,4.9,55,"75,234",12.3,"per 1,000"
1244,2013,Virginia,15-17 years,8.0,"1,210","75,234",12.3,"per 1,000"
1245,2013,Washington,15-17 years,8.8,"1,145","75,234",12.3,"per 1,000"
1246,2013,West Virginia,15-17 years,17.1,548,"75,234",12.3,"per 1,000"
1247,2013,Wisconsin,15-17 years,8.5,938,"75,234",12.3,"per 1,000"
1248,2013,Wyoming,15-17 years,13.0,141,"75,234",12.3,"per 1,000"
1249,2014,Alabama,15-17 years,14.5,"1,358","66,791",10.9,"per 1,000"
1250,2014,Alaska,15-17 years,9.5,140,"66,791",10.9,"per 1,000"
1251,2014,Arizona,15-17 years,13.4,"1,783","66,791",10.9,"per 1,000"
1252,2014,Arkansas,15-17 years,16.2,945,"66,791",10.9,"per 1,000"
1253,2014,California,15-17 years,9.6,"7,325","66,791",10.9,"per 1,000"
1254,2014,Colorado,15-17 years,8.9,886,"66,791",10.9,"per 1,000"
1255,2014,Connecticut,15-17 years,5.5,391,"66,791",10.9,"per 1,000"
1256,2014,Delaware,15-17 years,10.1,171,"66,791",10.9,"per 1,000"
1257,2014,District of Columbia,15-17 years,22.3,174,"66,791",10.9,"per 1,000"
1258,2014,Florida,15-17 years,9.3,"3,207","66,791",10.9,"per 1,000"
1259,2014,Georgia,15-17 years,12.5,"2,561","66,791",10.9,"per 1,000"
1260,2014,Hawaii,15-17 years,9.6,225,"66,791",10.9,"per 1,000"
1261,2014,Idaho,15-17 years,9.0,311,"66,791",10.9,"per 1,000"
1262,2014,Illinois,15-17 years,10.4,"2,621","66,791",10.9,"per 1,000"
1263,2014,Indiana,15-17 years,11.9,"1,581","66,791",10.9,"per 1,000"
1264,2014,Iowa,15-17 years,8.6,512,"66,791",10.9,"per 1,000"
1265,2014,Kansas,15-17 years,11.9,684,"66,791",10.9,"per 1,000"
1266,2014,Kentucky,15-17 years,14.7,"1,229","66,791",10.9,"per 1,000"
1267,2014,Louisiana,15-17 years,15.7,"1,411","66,791",10.9,"per 1,000"
1268,2014,Maine,15-17 years,6.7,156,"66,791",10.9,"per 1,000"
1269,2014,Maryland,15-17 years,8.5,957,"66,791",10.9,"per 1,000"
1270,2014,Massachusetts,15-17 years,4.9,599,"66,791",10.9,"per 1,000"
1271,2014,Michigan,15-17 years,8.9,"1,747","66,791",10.9,"per 1,000"
1272,2014,Minnesota,15-17 years,6.8,708,"66,791",10.9,"per 1,000"
1273,2014,Mississippi,15-17 years,17.6,"1,051","66,791",10.9,"per 1,000"
1274,2014,Missouri,15-17 years,11.8,"1,356","66,791",10.9,"per 1,000"
1275,2014,Montana,15-17 years,13.0,237,"66,791",10.9,"per 1,000"
1276,2014,Nebraska,15-17 years,9.7,352,"66,791",10.9,"per 1,000"
1277,2014,Nevada,15-17 years,12.2,663,"66,791",10.9,"per 1,000"
1278,2014,New Hampshire,15-17 years,4.4,110,"66,791",10.9,"per 1,000"
1279,2014,New Jersey,15-17 years,5.8,"1,004","66,791",10.9,"per 1,000"
1280,2014,New Mexico,15-17 years,19.0,768,"66,791",10.9,"per 1,000"
1281,2014,New York,15-17 years,7.2,"2,570","66,791",10.9,"per 1,000"
1282,2014,North Carolina,15-17 years,12.2,"2,302","66,791",10.9,"per 1,000"
1283,2014,North Dakota,15-17 years,8.6,111,"66,791",10.9,"per 1,000"
1284,2014,Ohio,15-17 years,10.6,"2,406","66,791",10.9,"per 1,000"
1285,2014,Oklahoma,15-17 years,16.9,"1,274","66,791",10.9,"per 1,000"
1286,2014,Oregon,15-17 years,8.5,609,"66,791",10.9,"per 1,000"
1287,2014,Pennsylvania,15-17 years,9.0,"2,094","66,791",10.9,"per 1,000"
1288,2014,Rhode Island,15-17 years,7.6,145,"66,791",10.9,"per 1,000"
1289,2014,South Carolina,15-17 years,13.4,"1,186","66,791",10.9,"per 1,000"
1290,2014,South Dakota,15-17 years,13.2,216,"66,791",10.9,"per 1,000"
1291,2014,Tennessee,15-17 years,13.6,"1,695","66,791",10.9,"per 1,000"
1292,2014,Texas,15-17 years,18.8,"10,644","66,791",10.9,"per 1,000"
1293,2014,Total U.S.,15-17 years,10.9,"66,791","66,791",10.9,"per 1,000"
1294,2014,Utah,15-17 years,7.9,538,"66,791",10.9,"per 1,000"
1295,2014,Vermont,15-17 years,5.5,62,"66,791",10.9,"per 1,000"
1296,2014,Virginia,15-17 years,7.7,"1,178","66,791",10.9,"per 1,000"
1297,2014,Washington,15-17 years,8.3,"1,078","66,791",10.9,"per 1,000"
1298,2014,West Virginia,15-17 years,15.8,506,"66,791",10.9,"per 1,000"
1299,2014,Wisconsin,15-17 years,7.5,824,"66,791",10.9,"per 1,000"
1300,2014,Wyoming,15-17 years,11.8,130,"66,791",10.9,"per 1,000"
1301,2015,Alabama,15-17 years,13.5,"1,295","61,184",9.9,"per 1,000"
1302,2015,Alaska,15-17 years,9.8,142,"61,184",9.9,"per 1,000"
1303,2015,Arizona,15-17 years,11.8,"1,603","61,184",9.9,"per 1,000"
1304,2015,Arkansas,15-17 years,15.6,913,"61,184",9.9,"per 1,000"
1305,2015,California,15-17 years,8.5,"6,448","61,184",9.9,"per 1,000"
1306,2015,Colorado,15-17 years,8.4,852,"61,184",9.9,"per 1,000"
1307,2015,Connecticut,15-17 years,4.6,324,"61,184",9.9,"per 1,000"
1308,2015,Delaware,15-17 years,8.2,142,"61,184",9.9,"per 1,000"
1309,2015,District of Columbia,15-17 years,18.2,141,"61,184",9.9,"per 1,000"
1310,2015,Florida,15-17 years,8.8,"3,103","61,184",9.9,"per 1,000"
1311,2015,Georgia,15-17 years,11.4,"2,389","61,184",9.9,"per 1,000"
1312,2015,Hawaii,15-17 years,7.8,184,"61,184",9.9,"per 1,000"
1313,2015,Idaho,15-17 years,8.5,300,"61,184",9.9,"per 1,000"
1314,2015,Illinois,15-17 years,9.7,"2,458","61,184",9.9,"per 1,000"
1315,2015,Indiana,15-17 years,11.1,"1,499","61,184",9.9,"per 1,000"
1316,2015,Iowa,15-17 years,7.7,466,"61,184",9.9,"per 1,000"
1317,2015,Kansas,15-17 years,9.9,576,"61,184",9.9,"per 1,000"
1318,2015,Kentucky,15-17 years,13.3,"1,120","61,184",9.9,"per 1,000"
1319,2015,Louisiana,15-17 years,14.9,"1,366","61,184",9.9,"per 1,000"
1320,2015,Maine,15-17 years,5.3,123,"61,184",9.9,"per 1,000"
1321,2015,Maryland,15-17 years,8.4,947,"61,184",9.9,"per 1,000"
1322,2015,Massachusetts,15-17 years,4.4,539,"61,184",9.9,"per 1,000"
