"States:  Employment status of the civilian noninstitutional population by sex, race, Hispanic or Latino ethnicity, marital status, and detailed age, 2015 annual averages",,,,,,,,,,,,,
,,,,,,,,,,,,,
(Numbers in thousands),,,,,,,,,,,,,
State FIPS Code,Group Code,State,Group,Civilian non-institutional population,Civilian labor force,,,,,,,,
01,22,Alabama,"Total, 35 to 44 years",585    ,468    ,80.0    ,449    ,76.7    ,19    ,4.1    ,2.7  ,–,5.5  
01,23,Alabama,"Total, 45 to 54 years",619    ,454    ,73.3    ,440    ,71.1    ,14    ,3.0    ,1.8  ,–,4.2  
01,24,Alabama,"Total, 55 to 64 years",664    ,360    ,54.3    ,349    ,52.6    ,11    ,3.1    ,1.7  ,–,4.5  
01,25,Alabama,"Total, 65 years and over",738    ,103    ,14.0    ,100    ,13.5    ,3    ,3.3    ,0.7  ,–,5.9  
01,27,Alabama,"Men, 20 to 24 years",170    ,121    ,71.0    ,105    ,62.0    ,15    ,12.7    ,8.0  ,–,17.4  
01,28,Alabama,"Men, 25 to 34 years",278    ,238    ,85.4    ,217    ,78.0    ,21    ,8.7    ,5.9  ,–,11.5  
01,29,Alabama,"Men, 35 to 44 years",276    ,240    ,87.1    ,232    ,84.3    ,8    ,3.2    ,1.5  ,–,4.9  
01,30,Alabama,"Men, 45 to 54 years",295    ,238    ,80.6    ,230    ,78.2    ,7    ,3.0    ,1.4  ,–,4.6  
01,31,Alabama,"Men, 55 to 64 years",318    ,197    ,62.0    ,190    ,59.7    ,7    ,3.7    ,1.7  ,–,5.7  
01,32,Alabama,"Men, 65 years and over",322    ,56    ,17.2    ,54    ,16.7    ,2    ,3.3    ,( 2 ),–,( 2 )
01,34,Alabama,"Women, 20 to 24 years",177    ,117    ,66.0    ,103    ,57.9    ,14    ,12.3    ,7.6  ,–,17.0  
01,35,Alabama,"Women, 25 to 34 years",297    ,213    ,71.6    ,191    ,64.4    ,21    ,10.1    ,6.9  ,–,13.3  
01,36,Alabama,"Women, 35 to 44 years",309    ,228    ,73.6    ,216    ,69.9    ,11    ,5.0    ,2.9  ,–,7.1  
01,37,Alabama,"Women, 45 to 54 years",324    ,216    ,66.6    ,210    ,64.6    ,7    ,3.0    ,1.3  ,–,4.7  
01,38,Alabama,"Women, 55 to 64 years",345    ,163    ,47.2    ,159    ,46.1    ,4    ,2.3    ,0.6  ,–,4.0  
01,39,Alabama,"Women, 65 years and over",416    ,48    ,11.4    ,46    ,11.1    ,2    ,3.4    ,( 2 ),–,( 2 )
01,40,Alabama,"White, 16 to 19 years",185    ,59    ,31.9    ,52    ,28.1    ,7    ,11.7    ,5.2  ,–,18.2  
01,41,Alabama,"White, 20 to 24 years",219    ,149    ,68.1    ,136    ,62.1    ,13    ,8.8    ,5.3  ,–,12.3  
01,42,Alabama,"White, 25 to 34 years",387    ,300    ,77.6    ,284    ,73.3    ,17    ,5.5    ,3.5  ,–,7.5  
01,43,Alabama,"White, 35 to 44 years",397    ,323    ,81.3    ,312    ,78.6    ,11    ,3.4    ,1.9  ,–,4.9  
01,44,Alabama,"White, 45 to 54 years",441    ,333    ,75.6    ,325    ,73.6    ,9    ,2.6    ,1.3  ,–,3.9  
01,45,Alabama,"White, 55 to 64 years",478    ,269    ,56.3    ,262    ,54.8    ,7    ,2.8    ,1.3  ,–,4.3  
01,46,Alabama,"White, 65 years and over",596    ,88    ,14.7    ,85    ,14.3    ,2    ,2.7    ,0.2  ,–,5.2  
01,48,Alabama,"Black or African American, 20 to 24 years",110    ,78    ,70.6    ,62    ,56.1    ,16    ,20.5    ,12.0  ,–,29.0  
01,49,Alabama,"Black or African American, 25 to 34 years",163    ,133    ,81.6    ,110    ,67.3    ,23    ,17.6    ,11.6  ,–,23.6  
01,50,Alabama,"Black or African American, 35 to 44 years",167    ,132    ,78.8    ,126    ,75.0    ,6    ,4.8    ,1.6  ,–,8.0  
01,51,Alabama,"Black or African American, 45 to 54 years",154    ,104    ,67.7    ,100    ,64.9    ,4    ,4.1    ,0.8  ,–,7.4  
01,52,Alabama,"Black or African American, 55 to 64 years",171    ,84    ,49.1    ,81    ,47.1    ,3    ,4.1    ,0.4  ,–,7.8  
02,01,Alaska,Total,542    ,363    ,67.0    ,339    ,62.5    ,24    ,6.7    ,5.8  ,–,7.6  
02,02,Alaska,Men,278    ,198    ,71.4    ,183    ,65.9    ,15    ,7.7    ,6.3  ,–,9.1  
02,03,Alaska,Women,264    ,165    ,62.3    ,156    ,58.9    ,9    ,5.6    ,4.3  ,–,6.9  
02,04,Alaska,White,360    ,244    ,67.6    ,231    ,64.1    ,13    ,5.2    ,4.2  ,–,6.2  
02,05,Alaska,"White, men",189    ,137    ,72.3    ,128    ,67.9    ,8    ,6.1    ,4.6  ,–,7.6  
02,06,Alaska,"White, women",171    ,107    ,62.5    ,103    ,60.0    ,4    ,4.0    ,2.6  ,–,5.4  
02,07,Alaska,Black or African American,19    ,14    ,72.9    ,13    ,69.6    ,1    ,4.6    ,1.5  ,–,7.7  
02,10,Alaska,Asian,39    ,30    ,75.0    ,28    ,71.5    ,1    ,4.6    ,2.6  ,–,6.6  
02,11,Alaska,"Asian, men",17    ,13    ,77.5    ,13    ,74.3    ,1    ,4.1    ,1.4  ,–,6.8  
02,12,Alaska,"Asian, women",22    ,16    ,73.0    ,15    ,69.4    ,1    ,5.0    ,2.3  ,–,7.7  
02,13,Alaska,Hispanic or Latino ethnicity,37    ,28    ,77.0    ,27    ,73.0    ,1    ,5.1    ,2.6  ,–,7.6  
02,14,Alaska,"Hispanic or Latino ethnicity, men",19    ,16    ,84.0    ,15    ,81.1    ,1    ,3.4    ,0.7  ,–,6.1  
02,15,Alaska,"Hispanic or Latino ethnicity, women",18    ,12    ,69.6    ,12    ,64.5    ,1    ,7.3    ,2.8  ,–,11.8  
02,16,Alaska,"Married men, spouse present",140    ,104    ,74.4    ,99    ,71.2    ,5    ,4.3    ,2.9  ,–,5.7  
02,17,Alaska,"Married women, spouse present",135    ,84    ,62.3    ,81    ,59.6    ,4    ,4.3    ,2.7  ,–,5.9  
02,18,Alaska,Women who maintain families,31    ,23    ,74.0    ,21    ,68.4    ,2    ,7.5    ,3.4  ,–,11.6  
02,19,Alaska,"Total, 16 to 19 years",38    ,15    ,39.4    ,13    ,33.3    ,2    ,15.4    ,8.1  ,–,22.7  
02,20,Alaska,"Total, 20 to 24 years",52    ,39    ,75.1    ,35    ,66.8    ,4    ,11.0    ,7.2  ,–,14.8  
02,21,Alaska,"Total, 25 to 34 years",111    ,88    ,79.3    ,82    ,74.0    ,6    ,6.8    ,4.8  ,–,8.8  
02,22,Alaska,"Total, 35 to 44 years",84    ,69    ,81.4    ,65    ,76.7    ,4    ,5.8    ,3.7  ,–,7.9  
02,23,Alaska,"Total, 45 to 54 years",93    ,74    ,79.5    ,70    ,75.8    ,3    ,4.7    ,2.9  ,–,6.5  
02,24,Alaska,"Total, 55 to 64 years",94    ,62    ,66.4    ,59    ,62.9    ,3    ,5.3    ,3.2  ,–,7.4  
02,25,Alaska,"Total, 65 years and over",71    ,17    ,23.7    ,16    ,21.9    ,1    ,7.4    ,2.6  ,–,12.2  
02,27,Alaska,"Men, 20 to 24 years",25    ,20    ,80.3    ,18    ,69.4    ,3    ,13.5    ,7.7  ,–,19.3  
02,28,Alaska,"Men, 25 to 34 years",54    ,47    ,88.0    ,44    ,81.3    ,4    ,7.6    ,4.7  ,–,10.5  
02,29,Alaska,"Men, 35 to 44 years",45    ,39    ,86.6    ,37    ,81.5    ,2    ,6.0    ,3.2  ,–,8.8  
02,30,Alaska,"Men, 45 to 54 years",48    ,40    ,84.4    ,38    ,79.4    ,2    ,6.0    ,3.3  ,–,8.7  
02,31,Alaska,"Men, 55 to 64 years",49    ,34    ,67.8    ,32    ,64.1    ,2    ,5.5    ,2.6  ,–,8.4  
02,34,Alaska,"Women, 20 to 24 years",27    ,19    ,70.2    ,17    ,64.4    ,2    ,8.3    ,3.6  ,–,13.0  
02,35,Alaska,"Women, 25 to 34 years",57    ,41    ,71.2    ,38    ,67.1    ,2    ,5.8    ,3.1  ,–,8.5  
02,36,Alaska,"Women, 35 to 44 years",39    ,30    ,75.4    ,28    ,71.2    ,2    ,5.6    ,2.5  ,–,8.7  
02,37,Alaska,"Women, 45 to 54 years",45    ,33    ,74.3    ,32    ,72.0    ,1    ,3.0    ,0.9  ,–,5.1  
02,38,Alaska,"Women, 55 to 64 years",44    ,29    ,64.8    ,27    ,61.6    ,1    ,5.0    ,2.0  ,–,8.0  
02,41,Alaska,"White, 20 to 24 years",29    ,23    ,79.2    ,21    ,71.7    ,2    ,9.4    ,4.8  ,–,14.0  
02,42,Alaska,"White, 25 to 34 years",65    ,53    ,80.6    ,50    ,76.4    ,3    ,5.1    ,2.9  ,–,7.3  
02,43,Alaska,"White, 35 to 44 years",57    ,47    ,82.0    ,44    ,77.4    ,3    ,5.6    ,3.1  ,–,8.1  
02,44,Alaska,"White, 45 to 54 years",64    ,53    ,82.5    ,51    ,79.8    ,2    ,3.3    ,1.5  ,–,5.1  
02,45,Alaska,"White, 55 to 64 years",72    ,48    ,67.1    ,46    ,64.5    ,2    ,3.9    ,1.9  ,–,5.9  
02,46,Alaska,"White, 65 years and over",53    ,12    ,22.2    ,11    ,20.9    ,1    ,6.2    ,1.0  ,–,11.4  
04,01,Arizona,Total,"5,275    ","3,166    ",60.0    ,"2,975    ",56.4    ,191    ,6.0    ,5.3  ,–,6.7  
04,02,Arizona,Men,"2,567    ","1,707    ",66.5    ,"1,599    ",62.3    ,108    ,6.3    ,5.3  ,–,7.3  
04,03,Arizona,Women,"2,708    ","1,459    ",53.9    ,"1,376    ",50.8    ,83    ,5.7    ,4.6  ,–,6.8  
04,04,Arizona,White,"4,529    ","2,693    ",59.5    ,"2,539    ",56.1    ,154    ,5.7    ,4.9  ,–,6.5  
04,05,Arizona,"White, men","2,197    ","1,453    ",66.1    ,"1,367    ",62.2    ,86    ,5.9    ,4.8  ,–,7.0  
04,06,Arizona,"White, women","2,332    ","1,240    ",53.2    ,"1,172    ",50.3    ,68    ,5.5    ,4.4  ,–,6.6  
04,07,Arizona,Black or African American,228    ,158    ,69.2    ,144    ,62.9    ,14    ,9.1    ,5.3  ,–,12.9  
04,08,Arizona,"Black or African American, men",122    ,89    ,72.6    ,80    ,65.5    ,9    ,9.8    ,4.5  ,–,15.1  
04,09,Arizona,"Black or African American, women",106    ,69    ,65.3    ,63    ,60.0    ,6    ,8.2    ,2.7  ,–,13.7  
04,10,Arizona,Asian,173    ,109    ,62.8    ,106    ,61.4    ,2    ,2.3    ,0.4  ,–,4.2  
04,13,Arizona,Hispanic or Latino ethnicity,"1,868    ","1,197    ",64.1    ,"1,098    ",58.8    ,99    ,8.3    ,6.6  ,–,10.0  
04,14,Arizona,"Hispanic or Latino ethnicity, men",911    ,668    ,73.3    ,612    ,67.1    ,56    ,8.4    ,6.2  ,–,10.6  
04,15,Arizona,"Hispanic or Latino ethnicity, women",957    ,529    ,55.3    ,486    ,50.8    ,43    ,8.2    ,5.7  ,–,10.7  
04,16,Arizona,"Married men, spouse present","1,329    ",934    ,70.3    ,901    ,67.8    ,33    ,3.5    ,2.5  ,–,4.5  
04,17,Arizona,"Married women, spouse present","1,290    ",657    ,51.0    ,624    ,48.4    ,33    ,5.0    ,3.5  ,–,6.5  
04,18,Arizona,Women who maintain families,354    ,247    ,69.8    ,229    ,64.6    ,18    ,7.4    ,4.5  ,–,10.3  
04,19,Arizona,"Total, 16 to 19 years",363    ,132    ,36.4    ,108    ,29.9    ,24    ,17.9    ,11.7  ,–,24.1  
04,20,Arizona,"Total, 20 to 24 years",443    ,317    ,71.5    ,285    ,64.3    ,32    ,10.0    ,7.0  ,–,13.0  
04,21,Arizona,"Total, 25 to 34 years",886    ,691    ,78.0    ,647    ,73.0    ,44    ,6.4    ,4.8  ,–,8.0  
04,22,Arizona,"Total, 35 to 44 years",842    ,648    ,76.9    ,619    ,73.6    ,28    ,4.4    ,3.0  ,–,5.8  
04,23,Arizona,"Total, 45 to 54 years",902    ,706    ,78.3    ,676    ,74.9    ,30    ,4.3    ,3.0  ,–,5.6  
04,24,Arizona,"Total, 55 to 64 years",842    ,525    ,62.3    ,501    ,59.4    ,24    ,4.7    ,3.1  ,–,6.3  
04,25,Arizona,"Total, 65 years and over",997    ,147    ,14.7    ,138    ,13.8    ,9    ,5.9    ,2.5  ,–,9.3  
04,26,Arizona,"Men, 16 to 19 years",180    ,70    ,38.5    ,55    ,30.5    ,14    ,20.8    ,11.5  ,–,30.1  
04,27,Arizona,"Men, 20 to 24 years",225    ,158    ,70.4    ,137    ,61.1    ,21    ,13.2    ,8.3  ,–,18.1  
04,28,Arizona,"Men, 25 to 34 years",432    ,382    ,88.4    ,355    ,82.2    ,27    ,7.0    ,4.7  ,–,9.3  
04,29,Arizona,"Men, 35 to 44 years",430    ,364    ,84.6    ,350    ,81.3    ,14    ,3.9    ,2.1  ,–,5.7  
04,30,Arizona,"Men, 45 to 54 years",441    ,381    ,86.4    ,367    ,83.1    ,15    ,3.9    ,2.2  ,–,5.6  
04,31,Arizona,"Men, 55 to 64 years",406    ,279    ,68.7    ,265    ,65.4    ,13    ,4.7    ,2.5  ,–,6.9  
04,32,Arizona,"Men, 65 years and over",453    ,74    ,16.3    ,70    ,15.5    ,4    ,5.1    ,0.6  ,–,9.6  
04,34,Arizona,"Women, 20 to 24 years",219    ,159    ,72.7    ,148    ,67.7    ,11    ,6.9    ,3.4  ,–,10.4  
04,35,Arizona,"Women, 25 to 34 years",454    ,309    ,68.1    ,292    ,64.4    ,17    ,5.6    ,3.3  ,–,7.9  
04,36,Arizona,"Women, 35 to 44 years",412    ,284    ,69.0    ,270    ,65.5    ,14    ,5.0    ,2.8  ,–,7.2  
04,37,Arizona,"Women, 45 to 54 years",461    ,325    ,70.5    ,309    ,67.2    ,15    ,4.8    ,2.7  ,–,6.9  
04,38,Arizona,"Women, 55 to 64 years",437    ,247    ,56.5    ,235    ,53.9    ,11    ,4.6    ,2.3  ,–,6.9  
04,39,Arizona,"Women, 65 years and over",543    ,73    ,13.4    ,68    ,12.5    ,5    ,6.8    ,1.6  ,–,12.0  
04,40,Arizona,"White, 16 to 19 years",290    ,107    ,36.9    ,89    ,30.8    ,18    ,16.5    ,9.8  ,–,23.2  
04,41,Arizona,"White, 20 to 24 years",367    ,265    ,72.1    ,239    ,65.0    ,26    ,9.9    ,6.6  ,–,13.2  
04,42,Arizona,"White, 25 to 34 years",728    ,570    ,78.2    ,535    ,73.4    ,35    ,6.2    ,4.4  ,–,8.0  
04,43,Arizona,"White, 35 to 44 years",715    ,546    ,76.4    ,524    ,73.3    ,22    ,4.1    ,2.6  ,–,5.6  
04,44,Arizona,"White, 45 to 54 years",780    ,618    ,79.2    ,596    ,76.4    ,22    ,3.6    ,2.3  ,–,4.9  
04,45,Arizona,"White, 55 to 64 years",743    ,458    ,61.7    ,435    ,58.6    ,23    ,5.0    ,3.2  ,–,6.8  
04,46,Arizona,"White, 65 years and over",906    ,130    ,14.4    ,122    ,13.5    ,8    ,6.3    ,2.6  ,–,10.0  
04,61,Arizona,"Hispanic or Latino ethnicity, 16 to 19 years",195    ,71    ,36.5    ,56    ,28.9    ,15    ,20.8    ,10.0  ,–,31.6  
04,62,Arizona,"Hispanic or Latino ethnicity, 20 to 24 years",234    ,160    ,68.3    ,140    ,59.6    ,21    ,12.8    ,7.2  ,–,18.4  
04,63,Arizona,"Hispanic or Latino ethnicity, 25 to 34 years",360    ,274    ,76.2    ,256    ,71.2    ,18    ,6.6    ,3.5  ,–,9.7  
04,64,Arizona,"Hispanic or Latino ethnicity, 35 to 44 years",360    ,273    ,75.8    ,258    ,71.6    ,15    ,5.5    ,2.7  ,–,8.3  
04,65,Arizona,"Hispanic or Latino ethnicity, 45 to 54 years",304    ,240    ,79.1    ,221    ,72.8    ,19    ,7.9    ,4.3  ,–,11.5  
04,66,Arizona,"Hispanic or Latino ethnicity, 55 to 64 years",234    ,158    ,67.5    ,149    ,63.6    ,9    ,5.7    ,1.9  ,–,9.5  
05,01,Arkansas,Total,"2,299    ","1,337    ",58.1    ,"1,267    ",55.1    ,70    ,5.2    ,4.5  ,–,5.9  
05,02,Arkansas,Men,"1,106    ",705    ,63.7    ,664    ,60.1    ,40    ,5.7    ,4.7  ,–,6.7  
05,03,Arkansas,Women,"1,194    ",632    ,53.0    ,602    ,50.5    ,30    ,4.7    ,3.8  ,–,5.6  
05,04,Arkansas,White,"1,890    ","1,107    ",58.6    ,"1,059    ",56.0    ,48    ,4.3    ,3.6  ,–,5.0  
05,05,Arkansas,"White, men",920    ,597    ,64.9    ,570    ,61.9    ,27    ,4.6    ,3.6  ,–,5.6  
05,06,Arkansas,"White, women",969    ,510    ,52.6    ,490    ,50.5    ,21    ,4.0    ,3.0  ,–,5.0  
05,07,Arkansas,Black or African American,333    ,184    ,55.1    ,165    ,49.4    ,19    ,10.3    ,7.5  ,–,13.1  
05,08,Arkansas,"Black or African American, men",149    ,84    ,56.3    ,73    ,48.9    ,11    ,13.2    ,8.5  ,–,17.9  
05,09,Arkansas,"Black or African American, women",184    ,99    ,54.0    ,92    ,49.8    ,8    ,7.9    ,4.5  ,–,11.3  
05,13,Arkansas,Hispanic or Latino ethnicity,149    ,99    ,66.2    ,92    ,61.8    ,7    ,6.7    ,3.8  ,–,9.6  
05,14,Arkansas,"Hispanic or Latino ethnicity, men",81    ,61    ,75.6    ,57    ,70.3    ,4    ,7.0    ,3.3  ,–,10.7  
05,15,Arkansas,"Hispanic or Latino ethnicity, women",69    ,38    ,55.1    ,36    ,51.7    ,2    ,6.2    ,1.7  ,–,10.7  
05,16,Arkansas,"Married men, spouse present",614    ,422    ,68.7    ,411    ,67.0    ,10    ,2.4    ,1.6  ,–,3.2  
05,17,Arkansas,"Married women, spouse present",595    ,330    ,55.5    ,320    ,53.9    ,10    ,3.0    ,1.9  ,–,4.1  
05,18,Arkansas,Women who maintain families,160    ,102    ,63.9    ,96    ,60.1    ,6    ,5.9    ,3.3  ,–,8.5  
05,19,Arkansas,"Total, 16 to 19 years",155    ,48    ,31.3    ,41    ,26.3    ,8    ,15.8    ,9.5  ,–,22.1  
05,20,Arkansas,"Total, 20 to 24 years",182    ,127    ,70.0    ,116    ,63.5    ,12    ,9.3    ,6.3  ,–,12.3  
05,21,Arkansas,"Total, 25 to 34 years",394    ,311    ,79.0    ,291    ,73.8    ,20    ,6.5    ,4.9  ,–,8.1  
05,22,Arkansas,"Total, 35 to 44 years",356    ,282    ,79.3    ,269    ,75.5    ,14    ,4.8    ,3.4  ,–,6.2  
05,23,Arkansas,"Total, 45 to 54 years",396    ,293    ,74.1    ,284    ,71.7    ,10    ,3.3    ,2.1  ,–,4.5  
05,24,Arkansas,"Total, 55 to 64 years",378    ,209    ,55.4    ,203    ,53.9    ,6    ,2.7    ,1.5  ,–,3.9  
05,25,Arkansas,"Total, 65 years and over",439    ,65    ,14.9    ,64    ,14.6    ,1    ,2.1    ,0.1  ,–,4.1  
05,27,Arkansas,"Men, 20 to 24 years",95    ,70    ,72.9    ,63    ,65.8    ,7    ,9.8    ,5.7  ,–,13.9  
05,28,Arkansas,"Men, 25 to 34 years",194    ,166    ,85.6    ,155    ,79.5    ,12    ,7.1    ,4.8  ,–,9.4  
05,29,Arkansas,"Men, 35 to 44 years",171    ,147    ,85.7    ,139    ,81.3    ,8    ,5.2    ,3.1  ,–,7.3  
05,30,Arkansas,"Men, 45 to 54 years",190    ,155    ,81.2    ,148    ,77.9    ,6    ,4.1    ,2.3  ,–,5.9  
05,31,Arkansas,"Men, 55 to 64 years",181    ,109    ,60.2    ,106    ,58.6    ,3    ,2.6    ,0.9  ,–,4.3  
05,32,Arkansas,"Men, 65 years and over",200    ,34    ,17.1    ,33    ,16.8    ,1    ,1.6    ,( 2 ),–,( 2 )
05,34,Arkansas,"Women, 20 to 24 years",87    ,58    ,66.7    ,53    ,60.9    ,5    ,8.7    ,4.4  ,–,13.0  
05,35,Arkansas,"Women, 25 to 34 years",199    ,144    ,72.5    ,136    ,68.2    ,9    ,5.9    ,3.7  ,–,8.1  
05,36,Arkansas,"Women, 35 to 44 years",185    ,136    ,73.4    ,130    ,70.2    ,6    ,4.4    ,2.4  ,–,6.4  
05,37,Arkansas,"Women, 45 to 54 years",206    ,139    ,67.5    ,136    ,66.0    ,3    ,2.3    ,0.9  ,–,3.7  
05,38,Arkansas,"Women, 55 to 64 years",197    ,100    ,51.0    ,97    ,49.5    ,3    ,2.9    ,1.0  ,–,4.8  
05,40,Arkansas,"White, 16 to 19 years",119    ,38    ,32.4    ,33    ,27.4    ,6    ,15.4    ,8.4  ,–,22.4  
05,41,Arkansas,"White, 20 to 24 years",152    ,109    ,71.7    ,101    ,66.4    ,8    ,7.4    ,4.5  ,–,10.3  
05,42,Arkansas,"White, 25 to 34 years",305    ,247    ,80.9    ,234    ,76.9    ,12    ,5.0    ,3.4  ,–,6.6  
05,43,Arkansas,"White, 35 to 44 years",283    ,231    ,81.6    ,221    ,78.0    ,10    ,4.3    ,2.8  ,–,5.8  
05,44,Arkansas,"White, 45 to 54 years",332    ,248    ,74.8    ,242    ,72.8    ,7    ,2.7    ,1.6  ,–,3.8  
05,45,Arkansas,"White, 55 to 64 years",314    ,179    ,56.9    ,175    ,55.5    ,4    ,2.4    ,1.1  ,–,3.7  
05,46,Arkansas,"White, 65 years and over",386    ,56    ,14.4    ,55    ,14.2    ,1    ,1.3    ,( 2 ),–,( 2 )
05,49,Arkansas,"Black or African American, 25 to 34 years",75    ,54    ,72.2    ,47    ,63.0    ,7    ,12.7    ,6.9  ,–,18.5  
05,50,Arkansas,"Black or African American, 35 to 44 years",52    ,39    ,74.2    ,36    ,69.3    ,3    ,6.6    ,1.6  ,–,11.6  
05,51,Arkansas,"Black or African American, 45 to 54 years",51    ,34    ,67.7    ,32    ,62.1    ,3    ,8.1    ,2.3  ,–,13.9  
06,01,California,Total,"30,523    ","18,984    ",62.2    ,"17,815    ",58.4    ,"1,169    ",6.2    ,5.9  ,–,6.5  
06,02,California,Men,"14,900    ","10,390    ",69.7    ,"9,761    ",65.5    ,629    ,6.1    ,5.7  ,–,6.5  
06,03,California,Women,"15,623    ","8,595    ",55.0    ,"8,055    ",51.6    ,540    ,6.3    ,5.8  ,–,6.8  
06,04,California,White,"22,313    ","13,987    ",62.7    ,"13,149    ",58.9    ,838    ,6.0    ,5.7  ,–,6.3  
06,05,California,"White, men","11,008    ","7,817    ",71.0    ,"7,367    ",66.9    ,451    ,5.8    ,5.3  ,–,6.3  
06,06,California,"White, women","11,306    ","6,170    ",54.6    ,"5,782    ",51.1    ,387    ,6.3    ,5.8  ,–,6.8  
06,07,California,Black or African American,"1,934    ","1,169    ",60.5    ,"1,040    ",53.8    ,129    ,11.0    ,9.5  ,–,12.5  
06,08,California,"Black or African American, men",917    ,582    ,63.5    ,520    ,56.8    ,62    ,10.6    ,8.4  ,–,12.8  
06,09,California,"Black or African American, women","1,017    ",587    ,57.7    ,520    ,51.1    ,67    ,11.4    ,9.1  ,–,13.7  
06,10,California,Asian,"4,831    ","2,928    ",60.6    ,"2,803    ",58.0    ,125    ,4.3    ,3.7  ,–,4.9  
06,11,California,"Asian, men","2,283    ","1,541    ",67.5    ,"1,467    ",64.3    ,74    ,4.8    ,3.9  ,–,5.7  
06,12,California,"Asian, women","2,549    ","1,387    ",54.4    ,"1,336    ",52.4    ,51    ,3.7    ,2.9  ,–,4.5  
06,13,California,Hispanic or Latino ethnicity,"10,638    ","6,885    ",64.7    ,"6,359    ",59.8    ,526    ,7.6    ,7.0  ,–,8.2  
06,14,California,"Hispanic or Latino ethnicity, men","5,302    ","3,960    ",74.7    ,"3,678    ",69.4    ,282    ,7.1    ,6.4  ,–,7.8  
06,15,California,"Hispanic or Latino ethnicity, women","5,336    ","2,924    ",54.8    ,"2,681    ",50.2    ,244    ,8.3    ,7.4  ,–,9.2  
06,16,California,"Married men, spouse present","7,492    ","5,706    ",76.2    ,"5,511    ",73.6    ,195    ,3.4    ,3.0  ,–,3.8  
06,17,California,"Married women, spouse present","7,441    ","4,161    ",55.9    ,"3,977    ",53.4    ,185    ,4.4    ,3.8  ,–,5.0  
06,18,California,Women who maintain families,"1,789    ","1,164    ",65.1    ,"1,077    ",60.2    ,87    ,7.5    ,6.1  ,–,8.9  
06,19,California,"Total, 16 to 19 years","2,102    ",591    ,28.1    ,466    ,22.2    ,124    ,21.1    ,17.9  ,–,24.3  
06,20,California,"Total, 20 to 24 years","2,974    ","1,946    ",65.4    ,"1,732    ",58.2    ,214    ,11.0    ,9.7  ,–,12.3  
06,21,California,"Total, 25 to 34 years","5,410    ","4,264    ",78.8    ,"3,996    ",73.9    ,268    ,6.3    ,5.6  ,–,7.0  
06,22,California,"Total, 35 to 44 years","5,166    ","4,118    ",79.7    ,"3,920    ",75.9    ,198    ,4.8    ,4.2  ,–,5.4  
